village_id,ndvi_2019,ndvi_2024,ndvi_delta,ndvi_delta_abs
VIL000535,0.4488,0.5671,0.1182,0.1182
VIL000536,0.3439,0.5759,0.232,0.232
VIL000537,0.4418,0.5382,0.0964,0.0964
VIL000538,0.747,0.6666,-0.0804,0.0804
VIL000539,0.3588,0.3967,0.0379,0.0379
VIL000540,0.3867,0.4297,0.043,0.043
VIL000541,0.224,0.3318,0.1078,0.1078
VIL000542,0.4925,0.5385,0.046,0.046
VIL000543,0.2783,0.2435,-0.0348,0.0348
VIL000544,0.3009,0.3383,0.0375,0.0375
VIL000545,0.5242,0.6604,0.1362,0.1362
VIL000546,0.2152,0.2242,0.009,0.009
VIL000547,0.2501,0.194,-0.0562,0.0562
VIL000548,0.2824,0.4432,0.1608,0.1608
VIL000549,0.331,0.3815,0.0504,0.0504
VIL000550,0.4532,0.5621,0.1089,0.1089
VIL000551,0.4263,0.3672,-0.0591,0.0591
VIL000552,0.2226,0.1144,-0.1082,0.1082
VIL000553,0.5739,0.5873,0.0134,0.0134
VIL000554,0.3239,0.3782,0.0543,0.0543
VIL000555,0.5342,0.4322,-0.102,0.102
VIL000556,0.3115,0.2705,-0.041,0.041
VIL000557,0.3804,0.5057,0.1253,0.1253
VIL000558,0.3178,0.4305,0.1127,0.1127
VIL000559,0.3316,0.4512,0.1196,0.1196
VIL000560,0.7454,0.7374,-0.008,0.008
VIL000561,0.481,0.3449,-0.1361,0.1361
VIL000562,0.2511,0.2852,0.0341,0.0341
VIL000563,0.5698,0.4402,-0.1296,0.1296
VIL000564,0.2529,0.2962,0.0433,0.0433
VIL000565,0.5329,0.5904,0.0576,0.0576
VIL000566,0.662,0.5144,-0.1476,0.1476
VIL000567,0.4717,0.473,0.0013,0.0013
VIL000568,0.7447,0.707,-0.0376,0.0376
VIL000569,0.3861,0.401,0.0149,0.0149
VIL000570,0.6968,0.6653,-0.0315,0.0315
VIL000571,0.2357,0.1555,-0.0802,0.0802
VIL000572,0.5124,0.4722,-0.0403,0.0403
VIL000573,0.6364,0.7804,0.144,0.144
VIL000574,0.5242,0.6026,0.0784,0.0784
VIL000575,0.2993,0.32,0.0207,0.0207
VIL000576,0.5198,0.6368,0.117,0.117
VIL000577,0.5719,0.5394,-0.0325,0.0325
VIL000578,0.2155,0.327,0.1115,0.1115
VIL000579,0.6751,0.76,0.0849,0.0849
VIL000580,0.556,0.5838,0.0279,0.0279
VIL000581,0.7187,0.8483,0.1296,0.1296
VIL000582,0.2901,0.2126,-0.0775,0.0775
VIL000583,0.4425,0.3043,-0.1382,0.1382
VIL000584,0.2741,0.2608,-0.0133,0.0133
VIL000585,0.4058,0.3281,-0.0777,0.0777
VIL000586,0.2473,0.2068,-0.0405,0.0405
VIL000587,0.7057,0.8421,0.1365,0.1365
VIL000588,0.6592,0.7495,0.0903,0.0903
VIL000589,0.5854,0.5183,-0.0671,0.0671
VIL000590,0.6815,0.6098,-0.0717,0.0717
VIL000591,0.7491,0.7474,-0.0017,0.0017
VIL000592,0.7349,0.8624,0.1275,0.1275
VIL000593,0.7157,0.7296,0.0139,0.0139
VIL000594,0.2554,0.3086,0.0532,0.0532
VIL000595,0.4029,0.4091,0.0062,0.0062
VIL000596,0.424,0.3884,-0.0356,0.0356
VIL000597,0.2514,0.1252,-0.1261,0.1261
VIL000598,0.5311,0.5025,-0.0287,0.0287
VIL000599,0.7118,0.6743,-0.0375,0.0375
VIL000600,0.4665,0.5039,0.0375,0.0375
VIL000601,0.4345,0.2725,-0.162,0.162
VIL000602,0.3306,0.2756,-0.055,0.055
VIL000603,0.7166,0.8375,0.1208,0.1208
VIL000604,0.4799,0.5936,0.1137,0.1137
VIL000605,0.5929,0.6577,0.0649,0.0649
VIL000606,0.2578,0.3596,0.1018,0.1018
VIL000607,0.6529,0.5669,-0.086,0.086
VIL000608,0.6992,0.6674,-0.0318,0.0318
VIL000609,0.6247,0.6223,-0.0024,0.0024
VIL000610,0.399,0.4028,0.0037,0.0037
VIL000611,0.4429,0.7173,0.2744,0.2744
VIL000612,0.4039,0.3724,-0.0315,0.0315
VIL000613,0.4996,0.4362,-0.0634,0.0634
VIL000614,0.3436,0.4721,0.1286,0.1286
VIL000615,0.7004,0.5955,-0.1049,0.1049
VIL000616,0.3339,0.3871,0.0532,0.0532
VIL000617,0.4639,0.4207,-0.0432,0.0432
VIL000618,0.2824,0.3431,0.0607,0.0607
VIL000619,0.4906,0.71,0.2194,0.2194
VIL000620,0.3822,0.3776,-0.0046,0.0046
VIL000621,0.3636,0.4893,0.1257,0.1257
VIL000622,0.2779,0.3883,0.1104,0.1104
VIL000623,0.3773,0.2325,-0.1449,0.1449
VIL000624,0.6892,0.7744,0.0853,0.0853
VIL000625,0.442,0.4403,-0.0017,0.0017
VIL000626,0.2758,0.2539,-0.0219,0.0219
VIL000627,0.5793,0.5571,-0.0222,0.0222
VIL000628,0.2095,0.1844,-0.0251,0.0251
VIL000629,0.7356,0.7684,0.0328,0.0328
VIL000630,0.6843,0.7469,0.0626,0.0626
VIL000631,0.7271,0.74,0.0129,0.0129
VIL000632,0.353,0.2463,-0.1067,0.1067
VIL000633,0.643,0.6994,0.0564,0.0564
VIL000634,0.2399,0.2534,0.0136,0.0136
VIL000635,0.7449,0.9,0.1551,0.1551
VIL000636,0.7215,0.6782,-0.0433,0.0433
VIL000637,0.3329,0.291,-0.0419,0.0419
VIL000638,0.5924,0.5699,-0.0225,0.0225
VIL000639,0.4099,0.4637,0.0538,0.0538
VIL000640,0.2719,0.1032,-0.1687,0.1687
VIL000641,0.4934,0.4137,-0.0797,0.0797
VIL000642,0.2276,0.2769,0.0493,0.0493
VIL000643,0.6646,0.7777,0.1131,0.1131
VIL000644,0.7493,0.6439,-0.1054,0.1054
VIL000645,0.2807,0.2581,-0.0226,0.0226
VIL000646,0.5649,0.5766,0.0117,0.0117
VIL000647,0.6782,0.6962,0.0179,0.0179
VIL000648,0.719,0.655,-0.0641,0.0641
VIL000649,0.2447,0.2597,0.015,0.015
VIL000650,0.5946,0.6178,0.0232,0.0232
VIL000651,0.6589,0.6362,-0.0227,0.0227
VIL000652,0.4131,0.4885,0.0754,0.0754
VIL000653,0.3137,0.3771,0.0634,0.0634
VIL000654,0.3948,0.3874,-0.0073,0.0073
VIL000655,0.6161,0.7413,0.1253,0.1253
VIL000656,0.2931,0.2619,-0.0313,0.0313
VIL000657,0.3364,0.4393,0.1029,0.1029
VIL000658,0.5703,0.5704,0.0002,0.0002
VIL000659,0.2726,0.1992,-0.0734,0.0734
VIL000660,0.4969,0.7204,0.2235,0.2235
VIL000661,0.7458,0.6962,-0.0496,0.0496
VIL000662,0.2291,0.271,0.0419,0.0419
VIL000663,0.4597,0.493,0.0333,0.0333
VIL000664,0.6296,0.5056,-0.124,0.124
VIL000665,0.5544,0.5716,0.0173,0.0173
VIL000666,0.6678,0.7568,0.089,0.089
VIL000667,0.7454,0.7281,-0.0173,0.0173
VIL000668,0.3233,0.3674,0.0441,0.0441
VIL000669,0.6121,0.6385,0.0265,0.0265
VIL000670,0.5528,0.6579,0.105,0.105
VIL000671,0.7269,0.7476,0.0207,0.0207
VIL000672,0.3019,0.4192,0.1173,0.1173
VIL000673,0.6912,0.7184,0.0272,0.0272
VIL000674,0.2973,0.272,-0.0253,0.0253
VIL000675,0.4289,0.4757,0.0469,0.0469
VIL000676,0.3173,0.4588,0.1414,0.1414
VIL000677,0.7366,0.8077,0.0711,0.0711
VIL000678,0.5054,0.4538,-0.0516,0.0516
VIL000679,0.2217,0.3126,0.0908,0.0908
VIL000680,0.2867,0.3406,0.0538,0.0538
VIL000681,0.377,0.2653,-0.1117,0.1117
VIL000682,0.7086,0.7476,0.039,0.039
VIL000683,0.3261,0.2745,-0.0516,0.0516
VIL000684,0.2397,0.277,0.0373,0.0373
VIL000685,0.3503,0.3086,-0.0418,0.0418
VIL000686,0.5773,0.6614,0.0841,0.0841
VIL000687,0.2957,0.5083,0.2125,0.2125
VIL000688,0.6014,0.6764,0.075,0.075
VIL000689,0.6804,0.6286,-0.0519,0.0519
VIL000690,0.561,0.6692,0.1082,0.1082
VIL000691,0.3853,0.4347,0.0494,0.0494
VIL000692,0.3675,0.4776,0.1101,0.1101
VIL000693,0.5483,0.5516,0.0034,0.0034
VIL000694,0.2655,0.1716,-0.0939,0.0939
VIL000695,0.6833,0.8356,0.1523,0.1523
VIL000696,0.6633,0.7412,0.0779,0.0779
VIL000697,0.44,0.4548,0.0148,0.0148
VIL000698,0.2229,0.3594,0.1365,0.1365
VIL000699,0.5906,0.5169,-0.0737,0.0737
VIL000700,0.428,0.4329,0.0049,0.0049
VIL000701,0.4971,0.525,0.0279,0.0279
VIL000702,0.3006,0.352,0.0514,0.0514
VIL000703,0.3491,0.5554,0.2063,0.2063
VIL000704,0.5097,0.4328,-0.0769,0.0769
VIL000705,0.2133,0.2032,-0.0101,0.0101
VIL000706,0.5118,0.5661,0.0543,0.0543
VIL000707,0.6489,0.7059,0.0569,0.0569
VIL000708,0.2657,0.438,0.1723,0.1723
VIL000709,0.5481,0.5197,-0.0284,0.0284
VIL000710,0.5548,0.492,-0.0628,0.0628
VIL000711,0.6959,0.7743,0.0784,0.0784
VIL000712,0.7135,0.6346,-0.0789,0.0789
VIL000713,0.3862,0.5208,0.1347,0.1347
VIL000714,0.3174,0.1969,-0.1205,0.1205
VIL000715,0.4354,0.4071,-0.0283,0.0283
VIL000716,0.5729,0.6943,0.1214,0.1214
VIL000717,0.3969,0.3312,-0.0656,0.0656
VIL000718,0.6501,0.8667,0.2166,0.2166
VIL000719,0.6739,0.668,-0.0059,0.0059
VIL000720,0.4631,0.5266,0.0635,0.0635
VIL000721,0.515,0.4893,-0.0256,0.0256
VIL000722,0.2451,0.2563,0.0112,0.0112
VIL000723,0.3562,0.223,-0.1332,0.1332
VIL000724,0.5356,0.4966,-0.039,0.039
VIL000725,0.2643,0.2504,-0.0139,0.0139
VIL000726,0.7185,0.8217,0.1033,0.1033
VIL000727,0.3759,0.3411,-0.0348,0.0348
VIL000728,0.4876,0.657,0.1694,0.1694
VIL000729,0.4232,0.6078,0.1847,0.1847
VIL000730,0.6214,0.6546,0.0332,0.0332
VIL000731,0.5834,0.5086,-0.0748,0.0748
VIL000732,0.6532,0.6748,0.0217,0.0217
VIL000733,0.2827,0.2503,-0.0324,0.0324
VIL000734,0.3958,0.4624,0.0666,0.0666
VIL000735,0.4403,0.4599,0.0196,0.0196
VIL000736,0.4901,0.5123,0.0222,0.0222
VIL000737,0.5787,0.5614,-0.0172,0.0172
VIL000738,0.6955,0.5785,-0.1171,0.1171
VIL000739,0.5021,0.5918,0.0897,0.0897
VIL000740,0.2203,0.0554,-0.1649,0.1649
VIL000741,0.2619,0.0603,-0.2016,0.2016
VIL000742,0.7065,0.7164,0.0099,0.0099
VIL000743,0.6426,0.6257,-0.0169,0.0169
VIL000744,0.3881,0.3138,-0.0743,0.0743
VIL000745,0.3385,0.3001,-0.0384,0.0384
VIL000746,0.5164,0.519,0.0026,0.0026
VIL000747,0.5985,0.6034,0.0048,0.0048
VIL000748,0.4888,0.3453,-0.1436,0.1436
VIL000749,0.557,0.5957,0.0387,0.0387
VIL000750,0.4789,0.5512,0.0723,0.0723
VIL000751,0.5942,0.5972,0.003,0.003
VIL000752,0.2955,0.4022,0.1067,0.1067
VIL000753,0.6693,0.7403,0.0711,0.0711
VIL000754,0.4612,0.6527,0.1915,0.1915
VIL000755,0.7254,0.74,0.0146,0.0146
VIL000756,0.3606,0.2257,-0.1349,0.1349
VIL000757,0.3347,0.305,-0.0297,0.0297
VIL000758,0.3254,0.3709,0.0456,0.0456
VIL000759,0.5928,0.7016,0.1087,0.1087
VIL000760,0.2746,0.3198,0.0451,0.0451
VIL000761,0.4217,0.2802,-0.1415,0.1415
VIL000762,0.2445,0.2587,0.0142,0.0142
VIL000763,0.6607,0.6522,-0.0085,0.0085
VIL000764,0.3314,0.4297,0.0984,0.0984
VIL000765,0.691,0.5752,-0.1158,0.1158
VIL000766,0.5051,0.6988,0.1937,0.1937
VIL000767,0.645,0.9,0.255,0.255
VIL000768,0.3361,0.3494,0.0134,0.0134
VIL000769,0.5936,0.6462,0.0526,0.0526
VIL000770,0.406,0.4325,0.0265,0.0265
VIL000771,0.4966,0.596,0.0994,0.0994
VIL000772,0.4924,0.4361,-0.0563,0.0563
VIL000773,0.6934,0.7549,0.0615,0.0615
VIL000774,0.3882,0.5076,0.1194,0.1194
VIL000775,0.5259,0.4829,-0.043,0.043
VIL000776,0.3479,0.4317,0.0838,0.0838
VIL000777,0.4659,0.4637,-0.0022,0.0022
VIL000778,0.7429,0.837,0.0941,0.0941
VIL000779,0.2254,0.1819,-0.0435,0.0435
VIL000780,0.2632,0.1924,-0.0708,0.0708
VIL000781,0.3512,0.4275,0.0763,0.0763
VIL000782,0.3836,0.4349,0.0514,0.0514
VIL000783,0.4183,0.4302,0.0119,0.0119
VIL000784,0.6438,0.6878,0.044,0.044
VIL000785,0.6141,0.4794,-0.1346,0.1346
VIL000786,0.7285,0.6772,-0.0514,0.0514
VIL000787,0.2987,0.4074,0.1087,0.1087
VIL000788,0.6913,0.8161,0.1248,0.1248
VIL000789,0.43,0.5076,0.0776,0.0776
VIL000790,0.7428,0.8715,0.1287,0.1287
VIL000791,0.2482,0.3462,0.0981,0.0981
VIL000792,0.6523,0.7766,0.1243,0.1243
VIL000793,0.2009,0.213,0.0121,0.0121
VIL000794,0.7297,0.8234,0.0937,0.0937
VIL000795,0.6622,0.7807,0.1186,0.1186
VIL000796,0.2546,0.1971,-0.0575,0.0575
VIL000797,0.6336,0.7469,0.1134,0.1134
VIL000798,0.6472,0.5996,-0.0476,0.0476
VIL000799,0.4142,0.4962,0.082,0.082
VIL000800,0.5824,0.6065,0.0241,0.0241
VIL000801,0.2491,0.1958,-0.0533,0.0533
VIL000802,0.2352,0.1766,-0.0585,0.0585
VIL000803,0.4585,0.5367,0.0782,0.0782
VIL000804,0.3166,0.3392,0.0225,0.0225
VIL000805,0.5388,0.622,0.0832,0.0832
VIL000806,0.4123,0.4106,-0.0018,0.0018
VIL000807,0.4834,0.5095,0.026,0.026
VIL000808,0.3989,0.3246,-0.0742,0.0742
VIL000809,0.3152,0.3814,0.0661,0.0661
VIL000810,0.6928,0.7747,0.082,0.082
VIL000811,0.5121,0.3713,-0.1408,0.1408
VIL000812,0.4846,0.5931,0.1085,0.1085
VIL000813,0.24,0.3133,0.0733,0.0733
VIL000814,0.2324,0.1832,-0.0492,0.0492
VIL000815,0.2998,0.2923,-0.0075,0.0075
VIL000816,0.5644,0.608,0.0437,0.0437
VIL000817,0.244,0.3637,0.1198,0.1198
VIL000818,0.5437,0.6082,0.0644,0.0644
VIL000819,0.5138,0.5198,0.006,0.006
VIL000820,0.6303,0.7135,0.0831,0.0831
VIL000821,0.7371,0.7769,0.0397,0.0397
VIL000822,0.6086,0.6678,0.0592,0.0592
VIL000823,0.6132,0.586,-0.0272,0.0272
VIL000824,0.6958,0.7864,0.0906,0.0906
VIL000825,0.7434,0.7174,-0.026,0.026
VIL000826,0.5272,0.5171,-0.0101,0.0101
VIL000827,0.2905,0.3181,0.0277,0.0277
VIL000828,0.3958,0.395,-0.0007,0.0007
VIL000829,0.2435,0.1759,-0.0677,0.0677
VIL000830,0.4599,0.4924,0.0325,0.0325
VIL000831,0.6707,0.8021,0.1314,0.1314
VIL000832,0.2924,0.2532,-0.0392,0.0392
VIL000833,0.3954,0.522,0.1266,0.1266
VIL000834,0.2709,0.3635,0.0926,0.0926
VIL000835,0.2931,0.3225,0.0294,0.0294
VIL000836,0.4155,0.5248,0.1093,0.1093
VIL000837,0.6078,0.5712,-0.0365,0.0365
VIL000838,0.5788,0.5015,-0.0773,0.0773
VIL000839,0.5295,0.5362,0.0067,0.0067
VIL000840,0.3725,0.5049,0.1324,0.1324
VIL000841,0.4558,0.5751,0.1193,0.1193
VIL000842,0.6089,0.5909,-0.0179,0.0179
VIL000843,0.4453,0.4804,0.0352,0.0352
VIL000844,0.7373,0.7696,0.0323,0.0323
VIL000845,0.416,0.4584,0.0424,0.0424
VIL000846,0.4998,0.4645,-0.0353,0.0353
VIL000847,0.6466,0.6918,0.0453,0.0453
VIL000848,0.5002,0.4779,-0.0223,0.0223
VIL000849,0.4398,0.4709,0.031,0.031
VIL000850,0.5753,0.4614,-0.1139,0.1139
VIL000851,0.3228,0.3742,0.0514,0.0514
VIL000852,0.6051,0.6111,0.006,0.006
VIL000853,0.6709,0.7202,0.0493,0.0493
VIL000854,0.5462,0.4524,-0.0938,0.0938
VIL000855,0.3729,0.2661,-0.1068,0.1068
VIL000856,0.4269,0.5672,0.1403,0.1403
VIL000857,0.4704,0.4205,-0.0499,0.0499
VIL000858,0.3215,0.3672,0.0457,0.0457
VIL000859,0.3396,0.3625,0.0229,0.0229
VIL000860,0.334,0.3013,-0.0328,0.0328
VIL000861,0.5157,0.6275,0.1118,0.1118
VIL000862,0.2253,0.1601,-0.0652,0.0652
VIL000863,0.7097,0.7504,0.0407,0.0407
VIL000864,0.4995,0.4528,-0.0467,0.0467
VIL000865,0.3552,0.396,0.0408,0.0408
VIL000866,0.5199,0.6863,0.1664,0.1664
VIL000867,0.6187,0.7123,0.0936,0.0936
VIL000868,0.3605,0.5439,0.1834,0.1834
VIL000869,0.2582,0.2701,0.0119,0.0119
VIL000870,0.6645,0.7989,0.1343,0.1343
VIL000871,0.2779,0.309,0.0311,0.0311
VIL000872,0.3098,0.4382,0.1283,0.1283
VIL000873,0.7205,0.7849,0.0644,0.0644
VIL000874,0.3639,0.2735,-0.0904,0.0904
VIL000875,0.6212,0.7392,0.118,0.118
VIL000876,0.5319,0.6955,0.1636,0.1636
VIL000877,0.5183,0.5242,0.0059,0.0059
VIL000878,0.5396,0.5607,0.0211,0.0211
VIL000879,0.4828,0.6167,0.1339,0.1339
VIL000880,0.6397,0.7035,0.0637,0.0637
VIL000881,0.6633,0.7133,0.05,0.05
VIL000882,0.4543,0.4095,-0.0447,0.0447
VIL000883,0.5497,0.4661,-0.0837,0.0837
VIL000884,0.4502,0.5172,0.067,0.067
VIL000885,0.5484,0.5245,-0.024,0.024
VIL000886,0.6594,0.6412,-0.0182,0.0182
VIL000887,0.5412,0.5169,-0.0243,0.0243
VIL000888,0.7217,0.7967,0.075,0.075
VIL000889,0.3556,0.4449,0.0892,0.0892
VIL000890,0.545,0.5402,-0.0049,0.0049
VIL000891,0.2732,0.1946,-0.0786,0.0786
VIL000892,0.2154,0.1181,-0.0972,0.0972
VIL000893,0.6191,0.5558,-0.0633,0.0633
VIL000894,0.5292,0.584,0.0548,0.0548
VIL000895,0.6544,0.7857,0.1313,0.1313
VIL000896,0.4901,0.5115,0.0214,0.0214
VIL000897,0.6409,0.6144,-0.0265,0.0265
VIL000898,0.5039,0.5689,0.065,0.065
VIL000899,0.6955,0.6779,-0.0176,0.0176
VIL000900,0.4595,0.5616,0.1021,0.1021
VIL000901,0.5773,0.7286,0.1513,0.1513
VIL000902,0.6492,0.7019,0.0527,0.0527
VIL000903,0.5404,0.6471,0.1067,0.1067
VIL000904,0.6995,0.797,0.0975,0.0975
VIL000905,0.6548,0.544,-0.1108,0.1108
VIL000906,0.5463,0.5488,0.0025,0.0025
VIL000907,0.4161,0.4825,0.0664,0.0664
VIL000908,0.5926,0.5822,-0.0104,0.0104
VIL000909,0.6616,0.7484,0.0868,0.0868
VIL000910,0.7172,0.7542,0.037,0.037
VIL000911,0.214,0.1234,-0.0906,0.0906
VIL000912,0.6374,0.5178,-0.1196,0.1196
VIL000913,0.5905,0.4898,-0.1007,0.1007
VIL000914,0.7226,0.6938,-0.0288,0.0288
VIL000915,0.42,0.4289,0.0089,0.0089
VIL000916,0.6861,0.8398,0.1536,0.1536
VIL000917,0.7341,0.9,0.1659,0.1659
VIL000918,0.7297,0.7458,0.0161,0.0161
VIL000919,0.6799,0.6952,0.0153,0.0153
VIL000920,0.6702,0.8154,0.1452,0.1452
VIL000921,0.6858,0.7088,0.023,0.023
VIL000922,0.4345,0.477,0.0424,0.0424
VIL000923,0.2565,0.2355,-0.021,0.021
VIL000924,0.2183,0.2515,0.0332,0.0332
VIL000925,0.2463,0.3728,0.1264,0.1264
VIL000926,0.4059,0.515,0.1091,0.1091
VIL000927,0.7063,0.7211,0.0148,0.0148
VIL000928,0.2382,0.0434,-0.1948,0.1948
VIL000929,0.7235,0.8014,0.0779,0.0779
VIL000930,0.3922,0.3711,-0.0211,0.0211
VIL000931,0.6219,0.6574,0.0355,0.0355
VIL000932,0.6617,0.6887,0.0271,0.0271
VIL000933,0.229,0.2207,-0.0083,0.0083
VIL000934,0.4916,0.5,0.0083,0.0083
VIL000935,0.2244,0.2563,0.0319,0.0319
VIL000936,0.5903,0.5476,-0.0427,0.0427
VIL000937,0.4321,0.4698,0.0378,0.0378
VIL000938,0.4271,0.4168,-0.0104,0.0104
VIL000939,0.5086,0.5005,-0.0081,0.0081
VIL000940,0.4512,0.5235,0.0723,0.0723
VIL000941,0.7149,0.6737,-0.0412,0.0412
VIL000942,0.2293,0.1899,-0.0394,0.0394
VIL000943,0.518,0.5543,0.0363,0.0363
VIL000944,0.5589,0.4547,-0.1042,0.1042
VIL000945,0.7073,0.6931,-0.0142,0.0142
VIL000946,0.3512,0.3588,0.0076,0.0076
VIL000947,0.6253,0.6174,-0.0079,0.0079
VIL000948,0.4226,0.4282,0.0056,0.0056
VIL000949,0.3011,0.1928,-0.1084,0.1084
VIL000950,0.4096,0.4522,0.0425,0.0425
VIL000951,0.3331,0.173,-0.1601,0.1601
VIL000952,0.2674,0.2872,0.0199,0.0199
VIL000953,0.7304,0.6595,-0.0709,0.0709
VIL000954,0.464,0.5368,0.0727,0.0727
VIL000955,0.65,0.6318,-0.0181,0.0181
VIL000956,0.6143,0.492,-0.1223,0.1223
VIL000957,0.4946,0.487,-0.0076,0.0076
VIL000958,0.4645,0.4403,-0.0242,0.0242
VIL000959,0.5917,0.5237,-0.068,0.068
VIL000960,0.2579,0.3136,0.0557,0.0557
VIL000961,0.2277,0.1978,-0.0298,0.0298
VIL000962,0.459,0.4294,-0.0296,0.0296
VIL000963,0.2063,0.3666,0.1603,0.1603
VIL000964,0.7471,0.8027,0.0556,0.0556
VIL000965,0.7454,0.6636,-0.0819,0.0819
VIL000966,0.615,0.6956,0.0805,0.0805
VIL000967,0.3268,0.4396,0.1127,0.1127
VIL000968,0.2133,-0.0032,-0.2165,0.2165
VIL000969,0.6844,0.6777,-0.0068,0.0068
VIL000970,0.2013,0.3179,0.1166,0.1166
VIL000971,0.4914,0.6578,0.1663,0.1663
VIL000972,0.2277,0.2516,0.0238,0.0238
VIL000973,0.4553,0.3763,-0.079,0.079
VIL000974,0.3464,0.3313,-0.0151,0.0151
VIL000975,0.5179,0.6015,0.0837,0.0837
VIL000976,0.3993,0.4375,0.0382,0.0382
VIL000977,0.4473,0.4663,0.0189,0.0189
VIL000978,0.4131,0.5752,0.1621,0.1621
VIL000979,0.4024,0.4925,0.0901,0.0901
VIL000980,0.2687,0.3326,0.0639,0.0639
VIL000981,0.3447,0.4196,0.0749,0.0749
VIL000982,0.4884,0.426,-0.0625,0.0625
VIL000983,0.6521,0.6515,-0.0006,0.0006
VIL000984,0.2769,0.3525,0.0756,0.0756
VIL000985,0.3198,0.2683,-0.0515,0.0515
VIL000986,0.4914,0.526,0.0346,0.0346
VIL000987,0.2754,0.3718,0.0965,0.0965
VIL000988,0.6107,0.6588,0.0481,0.0481
VIL000989,0.2353,0.2885,0.0532,0.0532
VIL000990,0.6233,0.5629,-0.0604,0.0604
VIL000991,0.221,0.2262,0.0053,0.0053
VIL000992,0.59,0.4706,-0.1194,0.1194
VIL000993,0.5464,0.6446,0.0981,0.0981
VIL000994,0.4474,0.4387,-0.0086,0.0086
VIL000995,0.5914,0.6547,0.0634,0.0634
VIL000996,0.5706,0.5973,0.0267,0.0267
VIL000997,0.3048,0.2991,-0.0057,0.0057
VIL000998,0.721,0.8059,0.0849,0.0849
VIL000999,0.561,0.6558,0.0947,0.0947
VIL001000,0.5604,0.4877,-0.0726,0.0726
VIL001001,0.6021,0.6133,0.0112,0.0112
VIL001002,0.5155,0.5715,0.056,0.056
VIL001003,0.7295,0.7776,0.0481,0.0481
VIL001004,0.5216,0.4981,-0.0235,0.0235
VIL001005,0.3021,0.3146,0.0125,0.0125
VIL001006,0.2547,0.2731,0.0184,0.0184
VIL001007,0.27,0.3559,0.086,0.086
VIL001008,0.5322,0.6046,0.0724,0.0724
VIL001009,0.2204,0.3788,0.1584,0.1584
VIL001010,0.2877,0.2241,-0.0636,0.0636
VIL001011,0.2719,0.3216,0.0497,0.0497
VIL001012,0.6604,0.568,-0.0924,0.0924
VIL001013,0.3916,0.2481,-0.1435,0.1435
VIL001014,0.4764,0.3833,-0.0931,0.0931
VIL001015,0.2827,0.2449,-0.0378,0.0378
VIL001016,0.6886,0.5951,-0.0935,0.0935
VIL001017,0.4766,0.5005,0.0239,0.0239
VIL001018,0.5866,0.6792,0.0926,0.0926
VIL001019,0.6251,0.5399,-0.0851,0.0851
VIL001020,0.3672,0.2054,-0.1618,0.1618
VIL001021,0.4043,0.3377,-0.0666,0.0666
VIL001022,0.3691,0.3793,0.0101,0.0101
VIL001023,0.7119,0.7263,0.0144,0.0144
VIL001024,0.558,0.5172,-0.0408,0.0408
VIL001025,0.6835,0.8064,0.1229,0.1229
VIL001026,0.3163,0.3661,0.0498,0.0498
VIL001027,0.2612,0.2746,0.0134,0.0134
VIL001028,0.2716,0.2793,0.0077,0.0077
VIL001029,0.6157,0.7383,0.1225,0.1225
VIL001030,0.2591,0.3036,0.0445,0.0445
VIL001031,0.7461,0.6808,-0.0653,0.0653
VIL001032,0.2908,0.432,0.1412,0.1412
VIL001033,0.5373,0.6699,0.1326,0.1326
VIL001034,0.6246,0.696,0.0714,0.0714
VIL001035,0.329,0.2982,-0.0308,0.0308
VIL001036,0.347,0.2888,-0.0582,0.0582
VIL001037,0.7428,0.7892,0.0464,0.0464
VIL001038,0.6001,0.5533,-0.0469,0.0469
VIL001039,0.2371,0.2591,0.022,0.022
VIL001040,0.3415,0.3789,0.0374,0.0374
VIL001041,0.3701,0.4812,0.1111,0.1111
VIL001042,0.2279,0.2493,0.0214,0.0214
VIL001043,0.4332,0.4673,0.0341,0.0341
VIL001044,0.2055,0.1532,-0.0523,0.0523
VIL001045,0.2882,0.3091,0.0209,0.0209
VIL001046,0.2893,0.2559,-0.0334,0.0334
VIL001047,0.6266,0.6309,0.0043,0.0043
VIL001048,0.7089,0.7616,0.0527,0.0527
VIL001049,0.4258,0.3152,-0.1107,0.1107
VIL001050,0.5781,0.5854,0.0073,0.0073
VIL001051,0.3111,0.2783,-0.0328,0.0328
VIL001052,0.214,0.2975,0.0835,0.0835
VIL001053,0.5002,0.4555,-0.0447,0.0447
VIL001054,0.6067,0.646,0.0393,0.0393
VIL001055,0.5058,0.4786,-0.0272,0.0272
VIL001056,0.6952,0.6342,-0.0611,0.0611
VIL001057,0.2226,0.1665,-0.0562,0.0562
VIL001058,0.2324,0.1371,-0.0954,0.0954
VIL001059,0.2837,0.23,-0.0538,0.0538
VIL001060,0.2823,0.4967,0.2143,0.2143
VIL001061,0.2838,0.2176,-0.0662,0.0662
VIL001062,0.2682,0.2136,-0.0545,0.0545
VIL001063,0.482,0.364,-0.118,0.118
VIL001064,0.3942,0.3168,-0.0774,0.0774
VIL001065,0.2976,0.2498,-0.0478,0.0478
VIL001066,0.633,0.5241,-0.109,0.109
VIL001067,0.5098,0.4793,-0.0305,0.0305
VIL001068,0.7498,0.6752,-0.0746,0.0746
VIL001069,0.6992,0.5829,-0.1163,0.1163
VIL001070,0.2887,0.3862,0.0975,0.0975
